"Device: USB-2408-2AO"
"Serial Number: 1C3CD25"
"Channel Count: 1"
"Sample Count: 2767"
"Start Time: 2/5/2020 10:28:13.690 AM"
"Scan Rate: 1000"
"Sample","Time (s)","AI4 (mV)"
"909","0.909","0.30426309"
"910","0.910","0.30347146"
"911","0.911","0.30489638"
"912","0.912","0.30378811"
"913","0.913","0.30388124"
"914","0.914","0.30440278"
"915","0.915","0.30474737"
"916","0.916","0.30454248"
"917","0.917","0.30424446"
"918","0.918","0.30392781"
"919","0.919","0.30483119"
"920","0.920","0.30380674"
"921","0.921","0.30480325"
"922","0.922","0.30469149"
"923","0.923","0.30322000"
"924","0.924","0.30254014"
"925","0.925","0.30521303"
"926","0.926","0.30521303"
"927","0.927","0.30391850"
"928","0.928","0.30272640"
"929","0.929","0.30381605"
"930","0.930","0.30343421"
"931","0.931","0.30327588"
"932","0.932","0.30438416"
"933","0.933","0.30500814"
